index,op_count,responetime_ns,type
btree_4k,956000,4208,write
btree_4k,957000,4042,write
btree_4k,958000,16834,write
btree_4k,959000,4459,write
btree_4k,960000,7542,write
btree_4k,961000,4750,write
btree_4k,962000,5375,write
btree_4k,963000,5833,write
btree_4k,964000,5500,write
btree_4k,965000,5708,write
btree_4k,966000,5375,write
btree_4k,967000,3834,write
btree_4k,968000,3958,write
btree_4k,969000,5875,write
btree_4k,970000,4500,write
btree_4k,971000,5084,write
btree_4k,972000,4583,write
btree_4k,973000,5791,read
btree_4k,974000,4958,write
btree_4k,975000,22292,write
btree_4k,976000,3750,write
btree_4k,977000,4167,write
btree_4k,978000,4167,write
btree_4k,979000,5375,write
btree_4k,980000,3666,write
btree_4k,981000,4125,write
btree_4k,982000,5500,write
btree_4k,983000,4833,write
btree_4k,984000,3666,write
btree_4k,985000,7625,write
btree_4k,986000,4667,write
btree_4k,987000,4917,write
btree_4k,988000,3583,write
btree_4k,989000,5542,read
btree_4k,990000,5000,write
btree_4k,991000,5625,write
